YCord,XCord,Competitor
0.4171264740610744,0.31674683267491427,Kate
-0.3070581586246538,-0.8953259573637795,Kate
0.32364682864677796,-0.26715998342212827,Kate
0.9551325327591573,-0.05706390413848555,Bob
0.26956688614737784,-0.39587378707312026,Mark
-0.06930890577202697,0.15862408784346435,Mark
-0.21745457140603064,0.33110148105677284,Kate
-0.6274028319026851,0.5863260158303842,Sue
-0.6883907798585212,0.11641824171333132,Kate
-0.5155541663610425,-0.5073769730666711,Kate
-0.2487286363643101,0.9564688203237646,Bob
0.3396569393387547,-0.3129821650205983,Kate
-0.4744856549987638,-0.7128742320478519,Sue
-0.023381795458461845,0.7675998098741377,Sue
-0.14491146309680464,0.2674509740756451,Mark
0.2203952190853834,0.8835110322728569,Bob
0.8095269667068248,0.34276802639585646,Sue
0.40017642251208185,0.14152247384851574,Sue
0.17706005004092407,0.028290825868153888,Mark
0.23162229108383278,0.23930957755531612,Mark
0.8623567914397066,0.06968730425368486,Sue
0.2604456997732346,-0.1282117145116333,Mark
0.7927981247706811,-0.5138109809862618,Bob
0.694482019230711,0.28903339891887625,Sue
-0.6290880634695476,0.523187781820222,Sue
0.3895175514667086,-0.5951088592087257,Kate
-0.25969176727164334,0.3076002323938225,Kate
-0.20846121225204228,-0.3902937821758089,Kate
0.8080263467649634,0.6142262046477146,Bob
0.9319728123837896,0.3720763598916193,Bob
0.36220134786065517,-0.5855655056239054,Kate
-0.19600383511065092,-0.8695335088276047,Sue
-0.23620178534209108,-0.10794663013965433,Bob
0.37119431721016355,-0.6369049636714532,Kate
-0.3762137448428536,0.843127357355431,Bob
-0.25599373227524264,0.6470536877481493,Kate
0.3119706203570315,0.6658113297887001,Kate
-0.46809724970538436,0.6242921932666259,Sue
-0.5637891667378954,-0.787499476466867,Bob
0.44098148964317546,0.698191098473414,Sue
-0.17437388067535256,-0.4311084152450627,Mark
0.7958057535481111,-0.5811563327661219,Bob
0.3477067875086862,-0.7051884883439714,Sue
-0.8386528542648191,-0.17351128002587196,Sue
0.9413824981851507,-0.20739335732329423,Bob
0.3779099202546092,-0.0003394653184794587,Kate
-0.2470123403116419,-0.05692415951579207,Kate
-0.6953662083273159,0.29998322030758345,Sue
0.24806085159442082,-0.2175314273408481,Kate
0.33657005258844097,0.3943937151178833,Kate
0.4124255662441813,0.8707131707121337,Bob
-0.9400892316359761,0.11616153058044304,Bob
-0.24648847303996757,-0.38185957592721015,Kate
0.801243299808195,-0.011740649650037783,Sue
0.352302964047511,-0.0025273431873116268,Kate
0.1123701565430167,-0.10083899180269729,Mark
0.08663994917873108,0.7788333165231464,Sue
0.373440570299181,-0.22241426369667017,Kate
0.47876156935988456,-0.3902622769577129,Mark
-0.02866783124621204,-0.479675803470792,Mark
0.768591376287333,-0.4261030922911152,Sue
-0.6765090069403723,-0.3908399888350778,Sue
-0.49435196018410243,-0.7621678209987887,Bob
0.7405529842501404,-0.11637428309256646,Kate
-0.40794558469197184,0.6935111103794065,Sue
-0.43135438783186614,0.7714406681782734,Sue
-0.24274575379054908,-0.5966835099905669,Kate
0.3653011528224461,0.1807273616116885,Sue
0.3249807750840629,-0.6327220428075896,Kate
0.8300586853155799,0.5937353828885787,Bob
-0.024672184971960397,0.0666410005717609,Mark
0.7026821527554376,0.16855715554334424,Sue
0.34466840565250245,0.5716742672760048,Kate
-0.4845915761788183,-0.8128389902215251,Bob
0.35806041283164336,-0.5747028934200602,Kate
-0.10347900144091869,0.9916482632099304,Mark
0.4682360539525332,-0.5588155063540526,Sue
-0.5354740420909486,0.7291245210943922,Bob
-0.8080754442463635,0.45791556746611967,Bob
-0.23788181014009943,-0.49195888110721797,Kate
0.809825935824324,0.2518029243240917,Sue
-0.7428806499041501,0.46141723569030724,Sue
-0.25737179745118194,0.6372278709829712,Kate
-0.32270649162335746,-0.5237658506122731,Kate
0.2723244374904363,-0.020303642745528403,Kate
0.9360155388878362,0.04060291994166322,Bob
-0.6720897974836445,0.5378767119625205,Sue
-0.22636229392962653,-0.9089097872507003,Bob
0.1526764122762929,-0.2706070971964955,Mark
0.8500591527012501,-0.356801771445157,Bob
0.805423942281266,0.30985431366395777,Sue
-0.27878503440164976,-0.2754691477377869,Kate
0.26952180595399705,0.027303806270069,Kate
-0.01788841807520703,-0.9743632519265755,Bob
0.2542388124241657,-0.27050593428899417,Kate
-0.21307929518185428,-0.35751121458270524,Mark
-0.1581017895701656,-0.9286860577314873,Bob
0.786281865877266,-0.014768313762369444,Bob
0.334127625564535,-0.006788373384521422,Kate
0.6204922800858602,-0.669410437035441,Bob
-0.04066344444123019,-0.12423207897410345,Mark
0.022026031722569336,0.9717064150143068,Bob
-0.10136599198722407,-0.3134148729460731,Mark
-0.33394592283641306,-0.36697446926383104,Kate
0.1963516189489947,0.5770328252614637,Mark
0.42288841341730843,-0.9008138839855083,Bob
-0.03322404641955509,0.379024206365264,Mark
0.010080477317050269,-0.11580867197816314,Mark
0.7432212987653806,0.13806698530759234,Sue
-0.3528112310265173,0.041570246193702566,Kate
-0.17893234127459537,-0.11450623683266876,Mark
-0.22919658146913058,-0.3514267568920366,Kate
-0.3244292877813026,0.5781184191497988,Kate
0.7892031819453501,-0.06247836609498435,Sue
0.7163485591024568,0.7317012663860099,Bob
0.11188301979243435,-0.5833013571982506,Mark
-0.27931186385797174,0.31780797083241674,Kate
0.8746421195858184,0.5101034857522048,Bob
0.7498499119256989,-0.10495737479017923,Mark
-0.8195619585686218,0.5491827897906931,Bob
-0.021588200025588904,-0.3756653876255757,Mark
-0.09751572723904162,-0.04823304799673751,Mark
0.21324005375392432,0.03556743598392556,Mark
-0.12997884068305496,-0.9126870131469863,Bob
-0.190329434415885,0.6359065676400361,Kate
-0.23880440683642687,0.6684530307626882,Kate
-0.05726499298974037,-0.10852164878398976,Mark
-0.41881796253275344,-0.837578792708017,Kate
0.3040181309890462,0.6222343995225138,Kate
0.21369103652230614,-0.5802461847036571,Kate
-0.2976119336592362,-0.34203669310404317,Kate
0.21193068421252012,-0.19331305293443393,Mark
0.19400730405497668,-0.5102901115526028,Mark
-0.7637496795686015,0.2456914765193562,Sue
0.12198945810477643,0.014429837593947961,Mark
-0.22496321858332852,-0.02680761776853146,Mark
-0.2744403003817649,0.37823136472514124,Mark
-0.7292786485518474,-0.43695246122458764,Sue
-0.08839338233665042,-0.05854250757987168,Mark
0.6851872958178922,0.7040676190423082,Bob
0.36517725233431686,0.395523760054891,Kate
-0.26067887300761333,-0.38468554944087496,Mark
0.3926155561215948,0.6009574329186783,Kate
-0.19723071145046517,-0.6199333887614713,Kate
0.11435578401270326,-0.37835625383977545,Mark
0.6879397862082205,-0.3922098822669433,Sue
-0.08863672993207214,0.5715100409382452,Mark
0.18065301736263933,0.10762193905928051,Mark
0.03667295996642957,0.9380917268546534,Kate
0.18828912212469304,0.3187818964108242,Mark
-0.05561942863123217,-0.052355596696595605,Mark
-0.6730791179905828,0.5385349339907478,Kate
0.9842539624823093,-0.1317021347585743,Bob
0.956815372675443,0.2112181939345404,Bob
-0.0005229198032492138,0.8190982857350075,Sue
0.14364164091190657,-0.2047259979399217,Mark
0.36424524023518523,0.2690679333547278,Kate
0.3630062035837114,0.5064393950688106,Mark
0.8567825540273775,-0.1881662640198994,Sue
-0.2557182592261776,0.18751337604570695,Mark
-0.15268400461432152,0.3268467143978177,Mark
-0.8654334422267,0.13758758987736652,Kate
0.26504770006251194,0.8847823266818698,Bob
0.032409837253202435,0.7632250363739078,Sue
0.6930961588404078,0.6834275926055647,Bob
-0.3573410598845938,-0.007766061918109163,Kate
-0.2120023945736558,-0.3480157115841545,Kate
-0.21263504796957372,0.11510939710065424,Mark
0.7253107226947589,0.6598879338245298,Bob
-0.2455785249823677,-0.5878885778858001,Kate
0.9643028322877757,0.17124762131865226,Bob
0.12255623413421741,0.8058406601729498,Sue
0.4163231854609054,-0.8304945133414297,Bob
-0.15464286584189224,0.1343628588984781,Mark
-0.7746237902181361,0.1603272112039434,Sue
-0.25453881811302603,0.6224449475583539,Kate
0.7076648353527201,0.3361517535598497,Sue
-0.4200331359056199,0.9128248364222895,Bob
0.3462630517844527,-0.04177171076265029,Kate
0.915304439944118,0.29020127630909254,Bob
0.3538505134436684,0.12853390204710163,Mark
0.02422711773414725,0.5392646985194236,Mark
0.45723626021259317,0.48065168456660334,Kate
0.12537466388026425,0.12062354755966546,Mark
0.09436990506321999,0.32269927764621853,Mark
0.024667390122953645,0.24586003082709365,Mark
0.9819758977039761,-0.1494932646613668,Bob
0.0010000325952387382,-0.815546294513451,Sue
0.4370677338703136,-0.8486612584761841,Bob
0.36696242543333935,0.6726419790912828,Kate
-0.2563034136612464,0.10538546743634442,Kate
-0.23134136704044286,-0.9078267614918966,Bob
-0.7974144776915739,0.3323633290717767,Sue
0.4367514080040003,-0.7899923682788128,Bob
-0.4108450158976017,0.7789379641164886,Sue
0.6243282992064246,0.7226179547456811,Bob
0.4353494198535082,0.7319997312078017,Sue
0.6220625523051493,-0.6700590034775208,Bob
-0.46286019795384736,0.30611528477116057,Kate
0.4160451040140079,0.016267255746786377,Kate
-0.6967857997986174,0.09929932920222735,Sue
0.4109587276826589,-0.025943321468996493,Kate
0.13244541814110047,-0.18575522900374122,Mark
0.19208884422860995,0.5176611017569381,Mark
0.20170808668325985,0.16660405010860677,Mark
0.3624004996956134,-0.5323752000786266,Kate
-0.2437594153848627,-0.5509747274714205,Kate
0.322176776989748,-0.5921725821147348,Kate
-0.7351765428587593,-0.2962309171619078,Sue
0.24938959015821346,0.12046921318103884,Mark
-0.883519633367254,0.35954646738443563,Bob
0.6727548572083957,0.6955959839081178,Bob
0.9485503033478643,0.0599115937874953,Bob
0.6418720256879112,-0.3168431591359211,Sue
0.8157090142441531,0.19258166223234802,Sue
-0.6294877764208626,0.42050159228721523,Sue
0.39864850358246423,0.6985205165755191,Sue
-0.008675697637117626,0.2693491272636682,Mark
0.3361508532839115,-0.35352180565070185,Kate
0.037551117441066185,0.3683370464562138,Mark
0.3517177427297509,0.6214425674790796,Kate
-0.8688179077249903,0.22111969060878195,Sue
-0.7001138027693654,0.24612324325816443,Sue
0.8615010190916026,-0.28064625535257226,Bob
0.131602209720031,0.4865983068498282,Mark
-0.15768092617769258,1.0013304939606749,Bob
-0.5750710034071637,-0.6684422774225179,Sue
0.24180689654635149,0.2779701397749941,Mark
0.3631890780015135,0.5925667666889005,Kate
-0.885921961304851,-0.25262546684211407,Bob
-0.8668966645772541,-0.03345871776189421,Sue
-0.1374727370883682,-0.4958277272700687,Mark
-0.27898609556300347,-0.04108642096027405,Kate
-0.29244747093270057,0.9279391258401515,Bob
-0.3203250453275908,-0.0837337576362261,Kate
-0.17925751913241403,-0.8066522751731207,Sue
0.9593525302655157,0.19153665121065575,Bob
0.8818394994741467,-0.12017831647803262,Sue
0.4207072534117132,-0.8884745152169397,Bob
0.6108268296487076,-0.5361410213956607,Sue
0.3941611505124159,0.3532225730198125,Kate
-0.11117641047379943,0.8850762940965475,Sue
0.11195156834736854,-0.7874565289692156,Bob
0.6984719014735208,-0.400737776954845,Sue
0.030583456491873953,-0.9228450462005985,Bob
-0.35059355040128837,0.009459863131588732,Kate
-0.5065440677742663,-0.833163786118927,Bob
-0.34119453259144,-0.41919450261946534,Kate
0.6707683632245363,-0.641376645572366,Bob
-0.7152835811734363,-0.1519388824646411,Sue
0.8469826799142331,-0.33672113196223263,Bob
0.03975918180020079,-0.850344036252679,Sue
0.36103536712024387,0.5259052522965129,Kate
-0.6835475928586964,0.30052339576304316,Sue
-0.355095645301143,-0.6019898071849994,Kate
-0.37387919544404213,0.6333590496763148,Mark
0.26473878093694764,-0.9486128474718436,Bob
0.40108493236103626,0.35801910995076275,Kate
0.7592690211585511,0.5400229037116087,Bob
0.3937550983800844,-0.5802527379381787,Kate
-0.29678584448640544,0.3370626068005248,Kate
0.3478106215763004,-0.20716148139096918,Kate
0.6821400982549208,0.6255302111678009,Bob
0.20346145436319107,-0.33939713890304235,Mark
-0.8205918036947717,-0.20405029543834974,Sue
0.05857455884273523,-0.18595373764247147,Mark
0.09395308541179427,-0.10561806882581988,Mark
0.4319392708714637,0.82231388687411,Bob
-0.22619446522364564,0.31368644474621765,Kate
0.7470122108879007,-0.34248722203506526,Sue
0.1753258670990947,-0.7837021436232745,Sue
0.4410015054364134,-0.6275160733859215,Sue
0.17476408554412162,-0.9020325758493534,Bob
0.24817684492445014,0.057407233379271255,Mark
-0.2361254982840661,0.024295605245178497,Mark
-0.3574250413139482,0.015919078618748795,Kate
-0.8764710066393537,0.09478456419531416,Sue
0.16876274023464863,0.8095639948097186,Sue
0.43106899312378405,-0.3238428890109222,Kate
0.25154695355609996,0.6742394471011273,Kate
-0.56408233846633,-0.6480316529914394,Sue
0.30592979688315414,-0.8754889650505056,Bob
0.26903773364409317,0.6190014134042251,Kate
0.121668650225314,0.3499112655451718,Mark
-0.7660551655038232,0.6207740677145961,Bob
0.7243075672364793,-0.10530345321787296,Sue
-0.23537788634133616,0.9763320786857926,Bob
-0.30516883757083474,-0.5009989553729202,Kate
0.5460961708051477,0.8187587409027537,Bob
-0.09563902213061964,-0.31236998950606176,Mark
0.624780684461713,0.5938646427940361,Sue
0.8099077483546571,-0.40198527108162213,Bob
0.9315188240904109,-0.1752872649300062,Bob
0.7003953646729572,-0.6338807174859561,Bob
-0.9059436258373064,0.3148932415670536,Bob
-0.684728503994017,0.34597521189703373,Sue
0.7963034875620975,-0.0030181172898424476,Sue
0.8499337316520549,-0.0033225762393989996,Sue
0.3845353053662679,-0.23994356093275446,Kate
0.6148534298548396,0.8504635511010029,Bob
0.259174405148759,0.7145366091581864,Sue
-0.7213805279415254,-0.28544317440817024,Sue
-0.0689626943982431,0.853199973879105,Mark
-0.7798740218890041,0.26410355216067716,Sue
-0.23948040386033942,-0.5278521237655875,Kate
0.16914243018297,0.9040646757114046,Bob
0.9078231032241103,-0.32215904558912867,Bob
0.4832180998749112,0.7327993102953841,Sue
-0.24441976269651947,0.3562440569196212,Kate
-0.2237789766201344,-0.4867453854036774,Mark
-0.23913422266627057,-0.3028526831939515,Mark
0.17850642267110806,-0.9274300824984663,Bob
-0.18192116846193046,0.7400008359123356,Sue
-0.44633890297068357,-0.8198308173471643,Bob
-0.047559739080677864,-0.8466327527564629,Sue
0.8354781505710035,0.14858970929216644,Sue
-0.008728589577716661,-0.10059242378444291,Mark
-0.22256370315647364,-0.0644867404841972,Mark
-0.7271805149993743,-0.07920318452829585,Kate
0.361551866725367,0.3193848258998147,Kate
0.2746736362078572,-0.5416408748353853,Kate
0.37322524266087387,0.7918823627025535,Sue
0.033700205229365524,-0.53293707645075,Mark
0.39663722285449404,0.7362867517250967,Sue
0.10808080984550429,0.05407541374275543,Mark
0.8404082681580476,-0.5327005436786039,Bob
-0.02572833113406194,0.808069704181196,Sue
-0.21916156225217842,-0.4802244556624677,Kate
0.6758054776132547,-0.25264836526873974,Kate
-0.06128049558460118,-0.02821650661937044,Mark
0.43468048318146785,-0.6536932379924045,Sue
0.7386155099375636,0.2657331920628374,Sue
-0.004904672577177728,-0.8649727049870741,Sue
0.5009261059177591,-0.6119375817801942,Sue
0.03259746230063032,0.9274706011932274,Bob
0.35039904270667616,0.6480354432486614,Sue
0.03400571203777508,0.7180237294761863,Sue
0.852305563006125,0.4491110610982331,Bob
0.35355773845231125,0.2646452156983765,Kate
0.9083822428009178,0.07518768482948435,Bob
0.20803115938941277,-0.3583966360024414,Mark
-0.31826057726652107,-0.7832815844365641,Sue
0.7195416086000799,0.5932137390874819,Bob
0.1857228859075296,0.38372951781418174,Mark
-0.35503314090427046,0.027948144494575097,Kate
0.307783678351259,-0.5718662664884332,Kate
0.32610077025400236,0.03643181735017019,Kate
0.33869606440931405,-0.6692900704857493,Sue
0.0018556530336666863,-0.1315217366252175,Mark
-0.5000548718723893,0.5218827891792494,Sue
-0.0769285824157072,-0.872622820864087,Sue
0.19413493329109957,0.7495163221358262,Sue
0.07021653304419798,0.5825226101874642,Mark
0.2777989622484376,0.3101534655163727,Kate
0.08659159381937247,-0.5493549582161842,Mark
-0.10336157439965218,0.9803539263384595,Bob
-0.4054833148933969,-0.6644873954373559,Sue
0.33152159254500974,0.616951051534412,Kate
-0.31608374672908857,0.31838349420411877,Kate
-0.2565932513101393,0.3130876638720893,Kate
-0.2530609389974946,0.8773646793350103,Bob
-0.6694239769598515,0.2055561819608111,Sue
0.24826676661996336,0.346198336114495,Kate
-0.24751166347858636,0.7941081888255395,Sue
0.3371169097534668,-0.5926483879983351,Kate
0.7776401739629972,-0.03341201733643493,Sue
0.2575588664483044,0.6046627700257091,Kate
0.7701830465294761,-0.48117158176905833,Bob
